Etunimi;Lukumäärä
Laura-Maija;31
Leena-Sisko;31
Leinikki;31
Lowa;31
Maggie;31
Maija-Sisko;31
Maj-Brit;31
Margaretta;31
Mariet;31
Marjo-Kaisa;31
Martintytär;31
Miretta;31
Muska;31
Naava;31
Nafisa;31
Nahid;31
Nasteho;31
Neva;31
Nicoline;31
Nikolajevna;31
Nuura;31
Oanh;31
Petra-Maria;31
Phung;31
Piatta;31
Ruuth;31
Salama;31
Salina;31
Salwa;31
Samar;31
Sannukka;31
Sari-Susanna;31
Sebastian;31
Shahad;31
Sindi;31
Sirkkaliisa;31
Sky;31
Suleiman;31
Taru-Tuulia;31
Thalia;31
Tulikki;31
Ulfsdotter;31
Ulla-Kaarina;31
Uyen;31
Valona;31
Wairimu;31
Wilhelmine;31
Adalina;30
Aino-Marja;30
Ammar;30
Anahita;30
Ann-Cathrine;30
Anne-Leena;30
Anne-Maaria;30
Asla;30
Aukusta;30
Chiamaka;30
Cora;30
Dinah;30
Dunja;30
Eiri;30
Elisaveta;30
Elke;30
Emel;30
Etna;30
Frideborg;30
Grete;30
Hayat;30
Hermine;30
Ihana;30
Iija;30
Irini;30
Ismael;30
Jamie;30
Janintytär;30
Jenni-Johanna;30
Karlotta;30
Kevät;30
Layan;30
Lis;30
Lis-Marie;30
Loretta;30
Lucinda;30
Lynne;30
Mari-Annika;30
Marisol;30
Marja-Anneli;30
Melian;30
Michela;30
Naana;30
Nata;30
Nea-Sofia;30
Ophelia;30
Otilia;30
Otteljaana;30
Pioni;30
Raakkeli;30
Ranya;30
Reet;30
Ripsa;30
Rosmariini;30
Roxanne;30
Saeed;30
Safaa;30
Salam;30
Salih;30
Sallamaria;30
Sannamaria;30
Sanna-Marika;30
Sanna-Riitta;30
Saria;30
Sariina;30
Silja-Maria;30
Silvi;30
Sini-Pilvi;30
Sini-Vuokko;30
Sofía;30
Susannah;30
Taikatuuli;30
Teemuntytär;30
Tetti;30
Tiina-Leena;30
Tommintytär;30
Trinh;30
Uljana;30
Ulla-Liisa;30
Vanesa;30
Abd;29
Abshir;29
Adelein;29
Aino-Leena;29
Akviliina;29
Alicja;29
Allegra;29
Althea;29
Amelié;29
Anastaasia;29
Anna-Lea;29
Anne-Helena;29
Arlinda;29
Carelia;29
Carissa;29
Claudine;29
Destiny;29
Dima;29
Eeva-Lotta;29
Eleana;29
Eli;29
Elmina;29
Eulalia;29
Evianna;29
Farina;29
Fatime;29
Garita;29
Hannariikka;29
Hanne-Maarit;29
Heli-Marja;29
Henna-Riitta;29
Hoda;29
Hua;29
Iidaliina;29
Inas;29
Inga-Lis;29
Iren;29
Isobel;29
Jadeliina;29
Jamilla;29
Janitta;29
Janna-Mari;29
Jonna-Riikka;29
Josephina;29
Josette;29
Kaisi;29
Kariitta;29
Khalil;29
Lilibeth;29
Lissu;29
Liya;29
Lotta-Mari;29
Lou;29
Lumi-Maria;29
Mabel;29
Mahsa;29
Maikku;29
Margret;29
Marisanna;29
Marja-Lea;29
Maureen;29
Melise;29
Merida;29
Miia-Liisa;29
Milla-Riina;29
Muthoni;29
Myra;29
Noora-Emilia;29
Olesya;29
Petersdotter;29
Ragnborg;29
Rene;29
Ronia;29
Rosabella;29
Salvia;29
Seija-Sisko;29
Sona;29
Summer;29
Suvi-Elina;29
Tahiti;29
Tiida;29
Tiinamari;29
Ulla-Britta;29
Venla-Maria;29
Xin;29
Yee;29
Zanna;29
Abdiaziz;28
Amra;28
Anatoljevna;28
Angeline;28
Aniina;28
Anna-Leea;28
Annariitta;28
Annel;28
Anne-Maritta;28
Ann-May;28
Atieno;28
Beatta;28
Carine;28
Cheryl;28
Christal;28
Dao;28
Davina;28
Diandra;28
Dolly;28
Dorota;28
Elva;28
Emely;28
Emmi-Kaisa;28
Floora;28
Hannelore;28
Henna-Riina;28
Ida-Marie;28
Inge-May;28
Ioana;28
Jansdotter;28
Jonina;28
Joséphine;28
Jurjevna;28
Justine;28
Kaia;28
Kamal;28
Kamil;28
Krisztina;28
Kätlin;28
Larin;28
Lei;28
Lii;28
Lotta-Emilia;28
Lumituuli;28
Luul;28
Madonna;28
Maija-Kaarina;28
Mairi;28
Malle;28
Marjam;28
Marya;28
Mayvor;28
Melodi;28
Meriam;28
Miina-Maria;28
Myriam;28
Nesrin;28
Olka;28
Osmi;28
Otteliana;28
Quyen;28
Rama;28
Randa;28
Riia-Maria;28
Riitta-Marja;28
Saara-Liisa;28
Sahro;28
Salima;28
Sannaleena;28
Saranna;28
Sham;28
Shams;28
Sidonia;28
Silke;28
Sirin;28
Sofja;28
Stefani;28
Susette;28
Susi;28
Tabita;28
Taiju;28
Teressa;28
Tilhi;28
Tiltu;28
Triinu;28
Tutteli;28
Ulrike;28
Vicky;28
Vittoria;28
Y;28
Yagmur;28
Yamina;28
Yang;28
Aarni;27
Abdirisak;27
Akintytär;27
Aljona;27
Almaas;27
Ananda;27
Anna-Liina;27
Anna-Tuulia;27
Anni-Lotta;27
Ann-Sophie;27
Anu-Kaisa;27
Ariadne;27
Arma;27
Asiya;27
Aula;27
Avin;27
Catharine;27
Dila;27
Eeti;27
Eeva-Helena;27
Eila-Maija;27
Eliisabeth;27
Ella-Maaria;27
Emila;27
Emmi-Noora;27
Evangelia;27
Farhan;27
Fei;27
Gunvi;27
Haji;27
Hameed;27
Hanaa;27
Helfrid;27
Hetastiina;27
Ikran;27
Ilaria;27
Ing-Britt;27
Inni;27
Izabel;27
Jalmiina;27
Jella;27
Jenna-Riikka;27
Judy;27
Kaste-Helmi;27
Kathrine;27
Katja-Leena;27
Keren;27
Kimmontytär;27
Kirsi-Marjut;27
Laxmi;27
Leena-Marjatta;27
Liliya;27
Liljaana;27
Lis-Mari;27
Lorraine;27
Maliina;27
Marie-Christine;27
Marjan;27
Market;27
Markuksentytär;27
Marsa;27
Mia-Marika;27
Milaya;27
Minnamaria;27
Nadya;27
Nanja;27
Nerea;27
Olesja;27
Paris;27
Pearl;27
Piela;27
Piiku;27
Pilar;27
Pilvi-Sisko;27
Piretta;27
Prisilla;27
Retriikka;27
Riikka-Maija;27
Rim;27
Risten;27
Rona;27
Saili;27
Saina;27
Samuel;27
Sheikh;27
Siiri-Maria;27
Sila;27
Silve;27
Solin;27
Sunniva;27
Suvi-Anna;27
Tari;27
Thérèse;27
Thilda;27
Tonintytär;27
Tulikukka;27
Tupu;27
Tuttu;27
Yi;27
Zaynab;27
Zenita;27
Abdiasis;26
Abdinasir;26
Afnaan;26
Ahlaam;26
Andreea;26
Angeli;26
Anna-Brita;26
Anna-Katarina;26
Annamaaria;26
Ann-Katrine;26
Anzal;26
Arta;26
Aysha;26
Bent;26
Borisovna;26
Cariina;26
Cécile;26
Chantelle;26
Clarisse;26
Colette;26
Cristel;26
Dieu;26
Dilek;26
Eeli;26
Egzona;26
Ellan;26
Esikko;26
Fadhil;26
Florentina;26
Gabriele;26
Hanin;26
Heliä;26
Hennamari;26
Henrita;26
Hilla-Maaria;26
Jannat;26
Jerina;26
Jin;26
Jina;26
Joa;26
Karmen;26
Kerli;26
Khaleel;26
Kide;26
Krystyna;26
Lamar;26
Leina;26
Lena-Maria;26
Lis-Britt;26
Lotta-Maaria;26
Lumiella;26
Lumi-Tuuli;26
Lusiina;26
Marutzella;26
Maryanne;26
Milla-Emilia;26
Min;26
Minna-Kristiina;26
Miral;26
Mirna;26
Mitja;26
Nani;26
Naya;26
Neta;26
Ngozi;26
Nike;26
Octavia;26
Patrizia;26
Pihka;26
Pihla-Maria;26
Päivi-Maria;26
Päivi-Sisko;26
Raissa;26
Riana;26
Roosamaria;26
Saara-Leena;26
Salla-Maija;26
Satu-Johanna;26
Sena;26
Shabnam;26
Sultan;26
Sätene;26
Taisa;26
Teiju;26
Theres;26
Titania;26
Torhild;26
Valerija;26
Vianna;26
Willa;26
Zoé;26
Zsófia;26
Aala;25
Abdillahi;25
Ada-Emilia;25
Adelei;25
Aino-Ilona;25
Alanna;25
Anna-Elisa;25
Anna-Erika;25
Annareetta;25
Ansku;25
Atlas;25
Avelina;25
Axa;25
Ayah;25
Caro;25
Cataleya;25
Celestine;25
Christelle;25
Defne;25
Delal;25
Edviina;25
Efia;25
Elinda;25
Ellevi;25
Eloni;25
Eszter;25
Fatmire;25
Gilda;25
Glory;25
Gullan;25
Hanna-Kaarina;25
Henna-Liisa;25
Henna-Maarit;25
Huynh;25
Ibtisam;25
Ija;25
Indigo;25
Ing-Mari;25
Irem;25
Isa-Maria;25
Izabela;25
Jolene;25
Jonasdotter;25
Júlia;25
Juliane;25
Kaariina;25
Kareem;25
Karissa;25
Kiuru;25
Klarissa;25
Lalita;25
Leonna;25
Lian;25
Lidija;25
Lotta-Sofia;25
Lumi-Lilja;25
Lyylia;25
Maretta;25
Mari-Elina;25
Mari-Ella;25
Marii;25
Mari-Jaana;25
Marjeli;25
Marzia;25
Matias;25
Mercy;25
Merilin;25
Miia-Riikka;25
Miikantytär;25
Mija;25
Milona;25
Ming;25
Minna-Marika;25
Miro;25
Mohsin;25
Naema;25
Néa;25
Nermin;25
Omelia;25
Parvin;25
Ragna;25
Rahel;25
Raija-Riitta;25
Riittaliisa;25
Rosario;25
Sadie;25
Sasa;25
Satu-Susanna;25
Seera;25
Shani;25
Sumayo;25
Sunita;25
Sunneva;25
Taika-Tuulia;25
Tiinu;25
Titta-Maria;25
Tuong;25
Uuna;25
Valeriya;25
Viana;25
Vlada;25
Wai;25
Waleed;25
Wanja;25
Yuki;25
Zlata;25
Aale;24
Abdallah;24
Abdikarin;24
Abena;24
Adelma;24
Adonika;24
Aija-Liisa;24
Aime;24
Ainokaisa;24
Ainoliisa;24
Allison;24
Almira;24
Annelise;24
Anni-Ilona;24
Anu-Maija;24
Anwar;24
Aure;24
Auvikki;24
Briana;24
Caisa;24
Da;24
Dafina;24
Deeqo;24
Divine;24
Dorcas;24
Duong;24
Eevamari;24
Einikki;24
Elli-Mari;24
Ellis;24
Els-Maj;24
Ennika;24
Enni-Sofia;24
Erza;24
Esti;24
Evgeniya;24
Fariba;24
Fredriksdotter;24
Gemma;24
Gianna;24
Hania;24
Hayley;24
Heli-Maarit;24
Ikhlaas;24
Inès;24
Ingemaj;24
Ira-Maria;24
Irène;24
Ivanka;24
Jaber;24
Jarmontytär;24
Jarnontytär;24
Jeanna;24
Jennimari;24
Jiia;24
Jinka;24
Jo;24
Josefiia;24
Juniper;24
Kallentytär;24
Karim;24
Karma;24
Kasandra;24
Kianna;24
Kirsi-Maija;24
Laura-Emilia;24
Laure;24
Leen;24
Lill;24
Lilo;24
Lumi-Helmi;24
Lumililja;24
Man;24
Manaal;24
Maree;24
Mariija;24
Marijaana;24
Mari-Kaisa;24
Mariska;24
Mika;24
Militsa;24
Mirjaana;24
Morgan;24
Mulki;24
Najah;24
Neema;24
Negin;24
Neija;24
Nela;24
Niika;24
Nyambura;24
Paavontytär;24
Petriikka;24
Pia-Sofia;24
Päivi-Helena;24
Päivätär;24
Rebekah;24
Riim;24
Rode;24
Rosalin;24
Rose-May;24
Ruweyda;24
Saritta;24
Sergeevna;24
Shania;24
Sharmin;24
Sia;24
Sirkka-Maija;24
Sirpa-Riitta;24
Sita;24
Sumeya;24
Suvi-Sisko;24
Tess;24
Thomasdotter;24
Tomintytär;24
Tram;24
Vasiljevna;24
Wendla;24
Wilmiina;24
Yaa;24
Yasin;24
Abdalla;23
Abdisalam;23
Adelmiina;23
Aiko;23
Akram;23
Aleena;23
Aliza;23
Anila;23
Anja-Maija;23
Anselika;23
Aralia;23
Arlette;23
Basma;23
Berith;23
Bria;23
Cathrin;23
Charlie;23
Cirilla;23
Dalila;23
Dan;23
Danika;23
Edwina;23
Eman;23
Emmaleena;23
Emma-Liina;23
Enne-Liisa;23
Ernestine;23
Farzana;23
Febe;23
Fereshteh;23
Feride;23
Frieda;23
Gabriel;23
Gullevi;23
Heba;23
Hui;23
Ida-Kaisa;23
Ida-Maija;23
Inka-Riina;23
Ismahan;23
Jadelia;23
Jekateriina;23
Jippu;23
Jolina;23
Jona;23
Julienne;23
Kadi;23
Kaisaleena;23
Katherina;23
Kati-Maria;23
Khadar;23
Kinga;23
Kirsimaria;23
Klea;23
Liina-Lotta;23
Liisamaija;23
Louice;23
Maija-Helena;23
Maijaleena;23
Mar;23
Mari-Helena;23
Marusja;23
Meini;23
Meliha;23
Mereta;23
Mesimarja;23
Mii;23
Miia-Maaria;23
Miiu;23
Mikaella;23
Miray;23
Moana;23
Mona-Maria;23
Muhammad;23
Mya;23
Mysi;23
Nawaal;23
Neili;23
Nelli-Maria;23
Niina-Mari;23
Nina-Mari;23
Olha;23
Othilia;23
Paula-Maria;23
Petrovna;23
Pettiina;23
Pia-Leena;23
Pia-Pauliina;23
Puolukka;23
Qasim;23
Rima;23
Roda;23
Sevda;23
Shqipe;23
Sinituuli;23
Sirppa;23
Sisko-Maria;23
Siv-Britt;23
Sofiya;23
Stefansdotter;23
Sulamit;23
Sydney;23
Syrilla;23
Taini;23
Thy;23
Tuija-Riitta;23
Varpu-Leena;23
Virpi-Liisa;23
Winnie;23
Xiao;23
Yasmeen;23
Yun;23
A;22
Aalo;22
Adwoa;22
Ágnes;22
Ainoliina;22
Akua;22
Alya;22
Anfisa;22
Anna-Mi;22
Anne-Elina;22
Anneke;22
Ann-Sofia;22
Arisa;22
Arwa;22
Augustina;22
Awil;22
Ayad;22
Aysel;22
Birthe;22
Boel;22
Carmel;22
Cordelia;22
Cristal;22
Cristin;22
Dalal;22
Desideria;22
Dianna;22
Doaa;22
Duyen;22
Elbe;22
Embla;22
Emiliia;22
Emira;22
Emmi-Julia;22
Eva-Mari;22
Evastiina;22
Ewelina;22
Exenia;22
Felicity;22
Fitore;22
Gresa;22
Gun-Mari;22
Hatem;22
Heidi-Mari;22
Hilal;22
Hind;22
Hira;22
Iida-Liina;22
Iina-Sofia;22
Ikhlas;22
Imad;22
Jaana-Maarit;22
James;22
Jeela;22
Jocelyn;22
Joella;22
Jolanta;22
Jun;22
Kaila;22
Kaltrina;22
Katrianna;22
Kaya;22
La;22
Lada;22
Laura-Elina;22
Lavin;22
Leenamaija;22
Liisa-Lotta;22
Liisa-Mari;22
Linda-Mari;22
Lita;22
Lorna;22
Lotta-Liisa;22
Lu;22
Lyyra;22
Magnusdotter;22
Mahnaz;22
Maija-Reetta;22
Malene;22
Mali;22
Mandana;22
Marié;22
Marjale;22
Meela;22
Meta;22
Mihailovna;22
Milina;22
Mumtaz;22
Muse;22
Neah;22
Neeta;22
Neri;22
Nerissa;22
Noura;22
Olga-Maria;22
Paige;22
Pia-Maarit;22
Piia-Riitta;22
Pille;22
Ping;22
Pinja-Maria;22
Pipa;22
Reetta-Maija;22
Roosa-Emilia;22
Rosetta;22
Rosmari;22
Rosmarie;22
San;22
Secilia;22
Sepontytär;22
Seraphina;22
Serja;22
Sevgi;22
Seyedeh;22
Shan;22
Sofya;22
Sonja-Maria;22
Suha;22
Taha;22
Tanja-Maria;22
Teuta;22
Tracy;22
Tuula-Maria;22
Tuyen;22
Ull-Britt;22
Vanni;22
Vilde;22
Vita;22
Vu;22
Wanessa;22
Wisam;22
Zandra;22
Zarah;22
Zoey;22
Aada-Emilia;21
Aaliya;21
Aarika;21
Adelheid;21
Agnia;21
Aimée;21
Albulena;21
Aleksi;21
Alita;21
Amandine;21
Amila;21
Aminda;21
Anna-Kajsa;21
Anna-Kreetta;21
Ann-Caroline;21
Anriikka;21
Antoniina;21
Anuliisa;21
Asho;21
Asmin;21
Asya;21
Avalon;21
Aveliina;21
Ayat;21
Aynur;21
Bigga;21
Blerina;21
Blerta;21
Chia;21
Danuta;21
Dara;21
Eija-Maarit;21
Elfiina;21
Eliane;21
Ellimari;21
Elouise;21
Elwira;21
Emile;21
Emilii;21
Ena;21
Enid;21
Éva;21
Evangelina;21
Evguenia;21
Eylül;21
Fartuun;21
Fuad;21
Gul;21
Hadia;21
Heli-Maija;21
Helmililja;21
Henriitta;21
Imane;21
Irené;21
Iria;21
Jaana-Liisa;21
Janna-Maria;21
Jenni-Emilia;21
Jenni-Kaisa;21
Joela;21
Junie;21
Kaisamari;21
Kaisa-Marja;21
Kaitlyn;21
Katja-Mari;21
Katleena;21
Khadijah;21
Konstantina;21
Ksenja;21
Kulta;21
Kübra;21
Kyra;21
Laura-Liisa;21
Leslie;21
Leya;21
Liina-Maria;21
Lilibet;21
Linette;21
Lora;21
Lucille;21
Maie;21
Maiju-Leena;21
Maisie;21
Maj-Gun;21
Manha;21
Marcelle;21
Maria-Elena;21
Mari-Anneli;21
Marja-Lena;21
Maruzella;21
Matsdotter;21
Maurintytär;21
Meral;21
Merjem;21
Miia-Maarit;21
Miinu;21
Miitu;21
Millamari;21
Minna-Marja;21
Mirva-Liisa;21
Moe;21
Monia;21
Naila;21
Nelliina;21
Nellinoora;21
Nhat;21
Noela;21
Omer;21
Piia-Pauliina;21
Piipa;21
Piiu;21
Priyanka;21
Raad;21
Renita;21
Retriika;21
Riina-Mari;21
Robertsdotter;21
Ronda;21
Sabiha;21
Sadat;21
Safi;21
Safiyo;21
Saga-Sofia;21
Salla-Maari;21
Sanny;21
Sari-Anneli;21
Satu-Päivikki;21
Saynab;21
Sierra;21
Sikke;21
Simontytär;21
Tellu;21
Tereza;21
Tetta;21
Tiia-Liisa;21
Toussainte;21
Ulla-Kaija;21
Via;21
Vilja-Maria;21
Violette;21
Vjollca;21
Wendela;21
Zilan;21
Özlem;21
Aadolfiina;20
Abdiwali;20
Abdulkareem;20
Adaeze;20
Adelyn;20
Ainomari;20
Airikki;20
Akveliina;20
Albana;20
Alberta;20
Alecia;20
Alexandrine;20
Alexandrovna;20
Alivia;20
Alix;20
Alviira;20
Amarachi;20
Amélia;20
Amer;20
Amir;20
Anja-Kaarina;20
Anja-Maria;20
Anna-Kreeta;20
Annileena;20
Anni-Maj;20
Ann-Kristine;20
Ardita;20
Arleena;20
Ave;20
Avesta;20
Bambi;20
Beth;20
Bintou;20
Bridget;20
Brita-Liisa;20
Chanelle;20
Dakota;20
Danja;20
Drita;20
Eeva-Sofia;20
Eh;20
Elisabetta;20
Elliot;20
Elnaz;20
Emmalotta;20
Emmanuella;20
Enrica;20
Eriksdotter;20
Federica;20
Fransilja;20
Friia;20
Gull-Maj;20
Hadiya;20
Hamda;20
Hamida;20
Hanna-Marika;20
Hashi;20
Hazal;20
Heline;20
Hero;20
Hildi;20
Iina-Emilia;20
Ildikó;20
Indi;20
Inka-Mari;20
Ioanna;20
Jaana-Maija;20
Jadele;20
Janissa;20
Jara;20
Jay;20
Jenni-Sofia;20
Jennyfer;20
Jilla;20
Josefa;20
Kataja;20
Kathrina;20
Kati-Johanna;20
Kimsdotter;20
Lamia;20
Larysa;20
Laura-Sofia;20
Leonia;20
Liise;20
Lija;20
Lise-Maj;20
Louhi;20
Lumihelmi;20
Lumilia;20
Magnolia;20
Mariell;20
Mari-Liisa;20
Marja-Maija;20
Marzieh;20
May-Len;20
Mea-Maria;20
Melak;20
Melania;20
Merikki;20
Meri-Kukka;20
Merili;20
Meri-Maaria;20
Michael;20
Miki;20
Mileena;20
Mine;20
Minetta;20
Miria;20
Mirjana;20
Miski;20
Miya;20
Mollie;20
Muhumed;20
Muntaha;20
Musa;20
Mustaf;20
Myrna;20
Nadeschda;20
Natta;20
Neele;20
Nikoletta;20
Orion;20
Pellava;20
Pike;20
Päivi-Liisa;20
Quinn;20
Rahman;20
Razan;20
Riham;20
Riina-Kaisa;20
Riina-Maija;20
Riitta-Mari;20
Rosella;20
Rose-Mari;20
Ros-Maj;20
Saido;20
Sami;20
Sara-Emilia;20
Sari-Johanna;20
Satu-Helena;20
Seri;20
Shakila;20
Shaymaa;20
Sini-Susanna;20
Sohvia;20
Soini;20
Soledad;20
Suraya;20
Tarjaana;20
Teri;20
Tiina-Sisko;20
Tilja;20
Tilly;20
Toni;20
Tony;20
Tyyra;20
Vasiliki;20
Veera-Kaisa;20
Venera;20
Vicktoria;20
Wafa;20
Walma;20
Yuliia;20
Zeynab;20
Aadan;19
Abdulqadir;19
Adama;19
Akira;19
Aleksanteri;19
Alekseevna;19
Alette;19
Almas;19
Almaz;19
Alwa;19
Ambrosia;19
Ameli;19
Anabella;19
Anjelika;19
Anna-Maj;19
Anna-Sisko;19
Ann-Cathrin;19
Annely;19
Anne-Marjo;19
Anni-Maaria;19
Annimaija;19
Anthea;19
Anzelika;19
Ara;19
Arin;19
Arja-Maija;19
Ayana;19
Ayomide;19
Batool;19
Beryl;19
Birgitt;19
Briitta-Liisa;19
Britt-Maj;19
Brooke;19
Cecile;19
Christabel;19
Clementine;19
Deeqa;19
Delphine;19
Denisa;19
Diina;19
Dorina;19
Eeva-Kaija;19
Eliora;19
Ellariina;19
Elsa-Maija;19
Elwiira;19
Emma-Riikka;19
Emmeline;19
Enea;19
Enny;19
Enrika;19
Eppu;19
Era;19
Eskontytär;19
Eudokia;19
Evelyne;19
Evgenija;19
Evilda;19
Fatuma;19
Felix;19
Feodosia;19
Florencia;19
Haider;19
Haneen;19
Hanna-Katariina;19
Hanna-Katri;19
Havina;19
Helia;19
Hella;19
Helleni;19
Helmi-Lotta;19
Hennika;19
Heta-Maria;19
Hoai;19
Ida-Liisa;19
Ilhaan;19
Imani;19
Inaya;19
Inke;19
Jamelia;19
Jayne;19
Jimena;19
Joseph;19
Jyrkintytär;19
Kairi;19
Kaisamaria;19
Karitta;19
Kawsar;19
Kha;19
Kotivalo;19
Kreta;19
Kristal;19
Kristiana;19
Lakshmi;19
Lani;19
Leili;19
Leini;19
Lille-Mor;19
Lucía;19
Lumi-Tuulia;19
Ma.;19
Maha;19
Maininki;19
Mallu;19
Mana;19
Maru;19
Maxima;19
Meera;19
Meredith;19
Miisa-Maria;19
Miita;19
Milvi;19
Mo;19
Muhamed;19
Mukhtar;19
Mumin;19
Muuse;19
Nadira;19
Nafiso;19
Nasteeho;19
Natallia;19
Natasja;19
Nea-Noora;19
Niitty;19
Nini;19
Papu;19
Patience;19
Piia-Mari;19
Pikka;19
Pinar;19
Reeta-Maria;19
Réka;19
Romina;19
Ruusu-Maria;19
Samara;19
Samra;19
Sanaz;19
Sanela;19
Santtu;19
Sarafina;19
Satu-Liisa;19
Satu-Mari;19
Satu-Päivi;19
Sawsan;19
Seda;19
Sedra;19
Selmi;19
Seren;19
Shira;19
Sindy;19
Sofiella;19
Stina-Maria;19
Taia;19
Taika-Tuuli;19
Tasniim;19
Tetyana;19
Tida;19
Tiina-Riikka;19
Tilli;19
Timea;19
Tinni;19
Trinity;19
Tuila;19
Tuuva;19
Ulla-Kristiina;19
Urda;19
Viljaana;19
Virna;19
Wafaa;19
Walborg;19
Wen;19
Wictoria;19
Yassin;19
Yin;19
Zena;19
Abdishakur;18
Abdulahi;18
Abrar;18
Adeola;18
Afia;18
Aino-Maaria;18
Akter;18
Ala;18
Allis;18
Almina;18
Alvi;18
Ammi;18
Anesa;18
Anna-Laura;18
Annevi;18
Anselmiina;18
Antero;18
Antje;18
Anu-Kristiina;18
Arja-Sisko;18
Aulona;18
Aurelie;18
Avalia;18
Avena;18
Babette;18
Baran;18
Béatrice;18
Betti;18
Bint;18
Blondine;18
Caramia;18
Carole;18
Cécilia;18
Chimamanda;18
Christiansdotter;18
Dita;18
Diya;18
Dmitrievna;18
Domna;18
Duaa;18
Eha;18
Eija-Kaarina;18
Eija-Maria;18
Ekaterini;18
Elina-Maria;18
Ella-Roosa;18
Elsiina;18
Emma-Julia;18
Emmastiina;18
Emmi-Leena;18
Emmilotta;18
Emmi-Riikka;18
Evamaria;18
Fahad;18
Fanniina;18
Fanni-Sofia;18
Farhio;18
Fatoumata;18
Feelia;18
Filiz;18
Filsan;18
Fina;18
Finja;18
Francilia;18
Francoise;18
Gillian;18
Gisele;18
Githa;18
Gracia;18
Graciela;18
Grazyna;18
Guadalupe;18
Gull-Britt;18
Habib;18
Hanad;18
Hanna-Helena;18
Hanna-Lena;18
Hanna-Lotta;18
Harriette;18
Hava;18
Heine;18
Heleni;18
Hillamaria;18
Hinda;18
Hosna;18
Ikra;18
Ikraan;18
Ina-Maria;18
Indiana;18
Inga-Maj;18
Ing-Marie;18
Iri;18
Irja-Leena;18
Iza;18
Jaana-Kaisa;18
Jahan;18
Jeanine;18
Jelizaveta;18
Jena;18
Jenna-Juulia;18
Jenni-Julia;18
Josie;18
Juan;18
Juana;18
Juhanintytär;18
Julita;18
Julius;18
Ka;18
Kaisa-Reetta;18
Kaste;18
Katina;18
Katja-Maaria;18
Katja-Maarit;18
Kerttu-Kaarina;18
Khadijo;18
Khadro;18
Kirke;18
Laleh;18
Leonilla;18
Liisukka;18
Lois;18
Luminea;18
Luminka;18
Lumnije;18
Maijeli;18
Maiza;18
Maram;18
Margrethe;18
Maria-Elina;18
Mariem;18
Marigona;18
Mari-Hannele;18
Marinna;18
Maysa;18
Medea;18
Melani;18
Mélanie;18
Meria;18
Merianna;18
Mia-Riitta;18
Minna-Kaarina;18
Minna-Sisko;18
Minttumaaria;18
Minttu-Mari;18
Mirabel;18
Mirabelle;18
Miracle;18
Mirve;18
Nadin;18
Nadiya;18
Nella-Maria;18
Nelmi;18
Niko;18
Nikol;18
Nor;18
Oliivia;18
Olofsdotter;18
Oona-Sofia;18
Peter;18
Pham;18
Pia-Susanna;18
Pricella;18
Päivä;18
Rand;18
Razia;18
Rida;18
Riitta-Anneli;18
Rika;18
Roine;18
Sabiina;18
Saga-Maria;18
Saija-Maria;18
Salem;18
Salla-Kaisa;18
Salla-Sofia;18
Sanita;18
Sara-Tuulia;18
Sari-Helena;18
Satu-Lotta;18
Say;18
Setareh;18
Setayesh;18
Shahnaz;18
Shilan;18
Shire;18
Sinem;18
Sinikukka;18
Sinivuokko;18
Sirina;18
Suvikki;18
Suvi-Kukka;18
Teela;18
Teija-Leena;18
Thuong;18
Tiina-Maarit;18
Tira;18
To;18
Toivo;18
Trude;18
Tytti-Maria;18
Valkyria;18
Veina;18
Vibeke;18
Vlora;18
Wangui;18
Yaseen;18
Zana;18
Zarina;18
Abdirahim;17
Adjoa;17
Afifa;17
Agneetta;17
Áile;17
Alara;17
Aminah;17
Amino;17
Amirah;17
Andra;17
Andromeda;17
Aneta;17
Anna-Eveliina;17
Annalea;17
Annalotta;17
Annea;17
Annikaisa;17
Anouk;17
Anu-Elina;17
Ariadna;17
Arlena;17
Armas;17
Atlanta;17
Awad;17
Azadeh;17
Bahja;17
Beáta;17
Cathy;17
Catriona;17
Chatrine;17
Chen;17
Christie;17
Daud;17
Dayana;17
Debbie;17
Delilah;17
Derin;17
Despina;17
Dorthy;17
Ebru;17
Eija-Maija;17
Eirene;17
Ejvor;17
Elenora;17
Elga;17
Elis;17
Elli-Ilona;17
Elwa;17
Emanuela;17
Emiina;17
Eris;17
Erva;17
Essiina;17
Evanna;17
Eva-Riitta;17
Evastina;17
Evea;17
Fabiola;17
Fahima;17
Fahmo;17
Fanny-Maria;17
Farhana;17
Fransisca;17
Fu;17
Gullvi;17
Gwen;17
Gül;17
H;17
Haidar;17
Hanifa;17
Hanna-Reeta;17
Harper;17
Heidi-Maarit;17
Hila;17
Homa;17
Hristova;17
Hussain;17
Ieva;17
Iina-Mari;17
Iita-Maria;17
Ileana;17
Imelda;17
Ineza;17
Jaana-Mari;17
Jadette;17
Janka;17
Jawad;17
Jesmina;17
Jesse;17
Johanna-Maria;17
Julanda;17
Juuli-Anna;17
Juuni;17
Katerine;17
Keesia;17
Kezia;17
Khalif;17
Kirstiina;17
Kristelle;17
Kristianna;17
Kylie;17
Laetitia;17
Lala;17
Laura-Leena;17
Laurel;17
Leela;17
Leena-Anneli;17
Leilani;17
Liina-Maija;17
Liisamaria;17
Liliann;17
Liu;17
Lotta-Maija;17
Luljeta;17
Maika;17
Maja-Lisa;17
Maral;17
